business_num_id,business_name,address,city,postal_code,latitude,longitude,business_stars,is_open,serve_burger,serve_sandwich,serve_pizza,serve_breakfast,serve_mexican,serve_american,serve_italian,serve_japanese,serve_hot_drink,god_for_kids,price_range,accepts_credit_card,outdoor_seating,dress_code,reservations,good_for_groups,alcohol,has_tv,wifi,noise_level,smoking,reservations_only,dogs_allowed,competition_distance
27,Vesta,206 Rue Jarry E,Montreal,nan,45.5408712,-73.6299498,4.0,1,0,0,1,0,0,0,1,0,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,57
28,Times Square Neighborhood Italian Restaurant,718 E Union Hills Dr,Phoenix,85024,33.6561019405,-112.0636328614,4.0,1,0,0,0,0,0,0,1,0,0,True,2,True,False,casual,True,True,full_bar,True,no,average,nan,nan,False,44
29,Pinq Taco,3612 Boulevard St-laurent,Montreal,H2X 1A1,45.5140571,-73.5728765,3.5,1,0,0,0,0,0,0,0,0,0,nan,nan,nan,False,casual,nan,nan,nan,nan,nan,very_loud,nan,nan,nan,10
30,La Casa Del Mariachi,1420 N 24th St,Phoenix,85008,33.4646362,-112.0307414,3.0,0,0,0,0,0,1,0,0,0,0,True,2,True,nan,nan,True,nan,nan,nan,nan,average,nan,nan,nan,27
31,Little Caesars Pizza,"4920 W Baseline Rd, Ste 101",Phoenix,85339,33.3788501763,-112.165884617,1.5,1,0,0,1,0,0,0,0,0,0,True,1,True,False,casual,False,True,none,True,no,loud,nan,nan,nan,54
32,Pizza Bella,1550 Boul De Maisonneuve O,Montreal,H3G 1N2,45.4959268,-73.5788435,4.0,1,0,0,1,0,0,0,0,0,0,True,1,nan,False,casual,False,True,none,True,no,very_loud,nan,nan,nan,5
33,Mad Hatter Pub,1240 Rue Crescent,Montreal,nan,45.496716,-73.575265,4.0,1,0,0,0,0,0,0,0,0,0,False,1,nan,True,casual,False,True,full_bar,True,free,loud,no,nan,nan,8
34,Catabella's Deli &Cafe,"1990 W Camelback Rd, Ste 105",Phoenix,85015,33.5102456,-112.1014565,5.0,1,0,0,0,0,0,0,0,0,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,97
35,Tropical Breeze Frozen Drinks,,Phoenix,85040,33.4052157278,-112.0314686138,4.0,1,0,0,0,0,0,0,0,0,0,nan,nan,True,nan,nan,nan,nan,nan,nan,no,nan,nan,True,nan,204
36,Wasabi Sushi,5410 Chemin Queen-Mary,Montreal,nan,45.482035,-73.630193,3.5,1,0,0,0,0,0,0,0,1,0,nan,nan,nan,nan,casual,nan,nan,nan,nan,nan,nan,nan,nan,nan,16
37,China Town Kim Fung,"1111 Rue Saint-Urbain, Suite M05",Montreal,nan,45.5076747,-73.5620395,3.5,1,0,0,0,0,0,0,0,0,0,True,2,nan,False,casual,False,True,beer_and_wine,True,no,average,nan,nan,nan,22
38,Crazy Jim's,"305 W Washington St, Ste 104",Phoenix,85003,33.4481291,-112.0778758,3.5,1,0,0,1,1,0,0,0,0,0,True,2,True,False,casual,True,True,none,True,no,average,nan,nan,nan,48
39,Circle K,3543 E Oak St,Phoenix,85008,33.4728799,-112.0045632,2.0,1,0,0,0,0,0,0,0,0,1,nan,2,True,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,683
40,Zipps Sports Grill,"1515 E Bethany Home Rd, Ste 100",Phoenix,85014,33.522992,-112.049328,2.5,1,0,0,0,0,0,1,0,0,0,True,2,True,True,casual,False,True,full_bar,True,no,loud,nan,nan,nan,55
41,Pei Wei Asian Diner,Phx Sky Harbor Airport,Phoenix,85034,33.4372559578,-112.0018788621,2.5,1,0,0,0,0,0,0,0,1,0,True,2,True,False,casual,False,False,none,True,no,loud,nan,nan,nan,11
42,stonegrill,5350 East Marriott Drive,Phoenix,85054,33.683465364,-111.9658970833,3.5,1,0,0,0,1,1,1,0,0,0,True,2,True,True,casual,True,True,full_bar,True,free,average,nan,nan,nan,4
43,One Stop Nutrition,"748 E Bell Rd, Ste 115",Phoenix,85022,33.6407132,-112.0636123,3.5,1,0,0,0,0,0,0,0,0,0,nan,2,True,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,9
44,AZ Pops,5050 N 7th St,Phoenix,85014,33.5110791,-112.0653937,4.5,1,0,0,0,0,0,0,0,0,0,nan,1,True,nan,nan,nan,nan,nan,nan,free,nan,nan,nan,nan,66
45,La Garde Partagee,71 Rue Sainte-Catherine E,Montreal,H2X 1K5,45.510786,-73.563329,4.0,1,0,0,0,0,0,0,0,0,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0
46,Mito,101 Avenue du Mont-Royal O,Montreal,H2T 2S9,45.518853,-73.587679,3.0,1,0,0,0,0,0,0,0,1,0,nan,nan,nan,nan,nan,False,nan,nan,nan,nan,nan,nan,nan,nan,11
47,Five Guys,425 E Bell Rd,Phoenix,85022,33.6398926,-112.0676247,3.5,1,1,0,0,0,0,1,0,0,0,True,2,True,True,casual,False,True,none,False,no,average,nan,nan,nan,15
48,Marche Noor,"1905, rue Sainte-Catherine Ouest",Montreal,H3H 1M3,45.4927815,-73.5806848,4.0,1,0,0,0,0,0,0,0,0,0,nan,1,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,7
49,Santanas Mexican Food,1930 W Buckeye Rd,Phoenix,85009,33.436984,-112.1012667,3.0,1,0,0,0,0,1,0,0,0,0,True,1,True,False,casual,False,True,none,True,no,quiet,nan,nan,nan,101
50,Restaurant Continental,4007 Saint Denis Street,Montreal,H2W 2M3,45.5207510856,-73.5751536236,4.0,0,0,0,0,0,0,0,0,0,0,False,3,nan,True,casual,True,True,full_bar,False,free,quiet,nan,nan,nan,9
51,Reliable Couriers,"40 N Central Ave, Ste 1400",Phoenix,85004,33.448935,-112.074859,5.0,1,0,0,0,0,0,0,0,0,0,nan,nan,True,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,19
52,2K Fusion,89 Rue Jean-Talon,Montreal,nan,45.535649,-73.617284,2.5,1,0,0,0,0,0,0,0,1,0,True,2,nan,True,casual,True,True,full_bar,True,free,nan,no,nan,False,18
53,Old World Brewery,334 N 25th Ave,Phoenix,85009,33.4522239,-112.1135828,4.0,0,0,0,0,0,0,0,0,0,0,False,1,True,False,nan,nan,True,nan,True,nan,quiet,nan,nan,nan,122
54,Marche Station 54,760 Boulevard Rosemont,Montreal,nan,45.5326937512,-73.5968748295,4.5,1,0,0,0,0,0,0,0,0,0,nan,2,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,63
55,Cocoa Locale,4807 Avenue du Parc,Montreal,H2V 4E7,45.5184059,-73.59262,4.5,1,0,0,0,0,0,0,0,0,0,nan,2,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,6
56,City Cafe,411 N Central Ave,Phoenix,85004,33.4528528745,-112.0735438541,3.5,1,0,0,0,0,0,0,0,0,1,True,nan,True,nan,nan,nan,False,nan,nan,nan,nan,nan,nan,nan,76
57,Yogurtology,"2045 E Camelback Rd, Ste A16A",Phoenix,85016,33.5084059951,-112.0373124942,4.0,0,0,0,0,0,0,0,0,0,0,nan,1,True,nan,nan,nan,nan,nan,nan,free,nan,nan,nan,nan,18
58,Wrights at The Arizona Biltmore,2400 E Missouri Ave,Phoenix,85016,33.523241,-112.0233209,4.0,1,0,0,0,1,0,1,0,0,0,False,3,True,True,dressy,True,True,full_bar,True,free,average,nan,nan,nan,17
59,Lloydie's,66 Rue Saint Viateur O,Montreal,H2T 2K8,45.524844,-73.59957,4.0,1,0,0,0,0,0,0,0,0,0,nan,2,nan,False,nan,False,False,none,False,no,nan,nan,nan,nan,5
60,Saigon Style,91 Rue Saint Catherine E,Montreal,H2X 1K5,45.511129,-73.562781,3.0,0,0,0,0,0,0,0,0,0,0,nan,1,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,18
61,Coyoacan Steakhouse,9014 S Central Ave,Phoenix,85042,33.364569,-112.073612,2.5,0,0,0,0,0,0,0,0,0,0,False,2,True,False,casual,True,True,full_bar,nan,nan,nan,nan,nan,nan,62
62,Carniceria Mana,8240 W Lower Buckeye Rd,Phoenix,85043,33.4235469,-112.2371443,2.5,1,0,0,0,0,0,0,0,0,0,nan,1,True,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,4
63,La Maison Grecque,450 Avenue Duluth E,Montreal,nan,45.521337,-73.575221,4.0,1,0,0,0,0,0,0,0,0,0,True,2,nan,True,casual,True,True,beer_and_wine,False,no,loud,nan,nan,False,13
64,Marmite Su'l Feu,3911 Rue Saint-Jacques,Montreal,nan,45.4793147,-73.5844974,4.5,0,0,0,0,0,0,0,0,0,0,True,2,nan,False,casual,True,True,none,False,free,loud,nan,nan,True,45
65,Pizza Divino,3550 W Cactus Rd,Phoenix,85029,33.596879317,-112.1356056908,3.5,1,0,1,1,0,0,0,0,0,0,True,1,True,True,casual,False,True,full_bar,True,free,average,nan,False,False,3
66,Rice Paper,2221 N 7th St,Phoenix,85006,33.4719884,-112.0648068,3.5,0,0,0,0,0,0,0,0,0,0,False,2,True,True,casual,False,True,full_bar,True,no,average,nan,nan,nan,1
67,Fry's & Fry's Marketplace,8325 W Indian School Rd,Phoenix,85037,33.492634699999996,-112.2390044,2.5,1,0,0,0,0,0,0,0,0,0,nan,2,True,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,237
68,GreaterThan Coffee,"1027 E Washington St, Ste 107",Phoenix,85034,33.447987,-112.0592962,4.5,0,0,0,0,1,0,0,0,0,1,True,1,True,False,casual,False,True,none,True,free,quiet,nan,nan,nan,101
69,Cafe Rio,12005 N Tatum Blvd,Phoenix,85028,33.5958474,-111.9804707,3.0,1,0,0,0,0,1,0,0,0,0,True,1,True,True,casual,False,True,none,True,nan,average,nan,nan,nan,113
70,Thai Express,705 rue Sainte-Catherine O,Montreal,H3B 4G5,45.502466,-73.5713041,3.0,1,0,0,0,0,0,0,0,0,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0
71,Dumpling Shop,5674 Avenue de Monkland,Montreal,H4A 1E4,45.4746128,-73.6233243,3.0,1,0,0,0,0,0,0,0,0,0,True,nan,nan,nan,nan,True,True,nan,True,free,nan,nan,nan,nan,3
72,Famous Ray's Pizza,2501 W Happy Valley Rd,Phoenix,85085,33.7112787751,-112.11143,3.0,1,0,0,1,0,0,0,0,0,0,True,1,True,True,casual,False,True,none,True,no,average,nan,nan,nan,7
73,OUTLAWS Bar & Restaurant,6705 E Cavecreek Rd,Phoenix,nan,33.8322253,-111.9353557,2.5,1,0,0,0,0,0,0,0,0,0,True,nan,True,True,nan,True,True,nan,nan,no,nan,nan,nan,nan,5621
74,Maison June Rose,16 Avenue des Pins Est,Montreal,nan,45.5152754,-73.5747548,3.0,0,0,0,0,0,0,0,0,0,0,False,2,nan,False,casual,True,True,full_bar,False,nan,nan,nan,nan,nan,9
75,N 900,5611 Avenue de Monkland,Montreal,H4A 1E2,45.4755517915,-73.6230416223,3.5,1,0,0,1,0,0,0,0,0,0,True,2,nan,True,casual,True,True,full_bar,False,free,average,nan,nan,nan,7
76,Restaurant Euro Deli,3619 Saint-Laurent Boul,Montreal,H2X 2V5,45.5142451,-73.573006,4.5,0,0,1,0,0,0,0,0,0,1,nan,1,nan,False,casual,False,nan,none,nan,free,very_loud,nan,nan,nan,7
77,Dagostino Pizza,7470 Maurice-Duplessis Boul,Montreal,nan,45.624798,-73.599041,4.5,1,0,0,1,0,0,0,0,0,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,194
78,Bashas',1625 E Glendale Ave,Phoenix,85020,33.5382465,-112.0458044,2.0,0,0,0,0,0,0,0,0,0,0,nan,2,True,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,64
79,BonTerra Farm Market,4326 E Cactus Rd,Phoenix,85032,33.5997996,-111.9869515,2.5,0,0,0,0,0,0,1,1,0,0,nan,2,True,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,2
80,Sushinola Roll,3840 W Indian School Rd,Phoenix,85019,33.4951941804,-112.1421918306,4.0,1,0,0,0,0,0,0,0,0,0,nan,2,True,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,103
81,Jalapenos,3521 E Thomas Rd,Phoenix,85018,33.4804559,-112.0056234,5.0,1,0,0,0,0,1,0,0,0,0,nan,nan,True,True,nan,False,nan,none,False,no,nan,nan,nan,True,58
82,Vua,1621 Rue Sainte-Catherine O,Montreal,H3H 1L8,45.494826,-73.5784337,3.5,1,0,1,0,0,0,0,0,0,0,True,1,nan,False,casual,True,False,none,True,free,quiet,nan,nan,nan,9
83,Le Castillon,"Hilton Bonaventure, 900, rue de la Gauchetiere",Montreal,nan,45.4995077,-73.5638903,3.0,1,0,0,0,0,0,0,0,0,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,83
84,Squish,"705 Rue Sainte-Catherine O, Suite 2142-C",Montreal,H3B 4G5,45.502771,-73.571473,4.5,1,0,0,0,0,0,0,0,0,0,nan,2,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,2
85,Tacos Huicho,1941 E Oak St,Phoenix,85006,33.4727632963,-112.0394180042,4.5,1,0,0,0,0,1,0,0,0,0,True,1,True,True,casual,False,True,none,True,no,average,nan,nan,False,702
86,Madame Smith,4061 Rue Ontario E,Montreal,nan,45.550075,-73.541499,3.5,1,0,0,0,0,0,0,0,0,0,False,nan,nan,nan,nan,True,nan,nan,nan,nan,nan,nan,nan,nan,8
87,Ma Douce Moitie,4559 Rue Wellington,Montreal,H4G 1W8,45.45865,-73.567409,4.0,0,0,0,0,1,0,0,0,0,0,True,2,nan,False,casual,False,True,none,True,no,quiet,nan,nan,nan,13
88,Whataburger,1840 S 19th Ave,Phoenix,85009,33.4297401152,-112.1003133059,2.5,1,1,0,0,0,0,1,0,0,0,True,1,True,False,casual,False,True,none,True,no,average,nan,nan,nan,731
89,Saenz Cleaning,,Phoenix,85032,33.6364503,-112.0118669,5.0,1,0,0,0,0,0,0,0,0,0,nan,nan,True,nan,nan,nan,nan,nan,nan,nan,nan,nan,False,nan,200
90,Pastries N Chaat,1985 W Happy Valley Rd,Phoenix,85085,33.7122821,-112.1019899,2.5,0,0,0,0,0,0,0,0,0,0,nan,2,True,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,4
91,Petit Poisson Rose,1813 Rue Sainte-Catherine O,Montreal,H3H 1M2,45.4936515521,-73.579681,3.5,1,0,0,0,0,0,0,0,0,0,True,2,nan,nan,nan,nan,nan,nan,True,nan,nan,nan,nan,nan,1
92,Bottega,65 Rue Saint-Zotique E,Montreal,H2S 1K7,45.5326886,-73.6112776,4.0,1,0,0,1,0,0,0,0,0,0,True,2,nan,True,dressy,True,True,full_bar,True,no,loud,nan,nan,nan,12
93,Pizza U,2159 Rue Mackay,Montreal,nan,45.4974802,-73.5801855,3.5,0,0,0,1,0,0,0,0,0,0,nan,1,nan,False,nan,nan,True,nan,True,nan,nan,nan,nan,nan,1
94,Thomas Market Liquors,345 W Thomas Rd,Phoenix,85013,33.480022,-112.080213,4.0,1,0,0,0,0,0,0,0,0,0,nan,2,True,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,43
95,Port of Subs,1855 W Deer Valley Rd,Phoenix,85027,33.6831795,-112.0986365,3.5,1,0,1,0,0,0,0,0,0,0,True,1,True,True,casual,False,True,none,True,free,average,nan,nan,nan,0
96,Cafe Bistro L'amandier,100 Rue Saint-Viateur O,Montreal,H2T 2L1,45.5243975,-73.5998677,4.0,1,0,0,0,0,0,0,0,0,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,12
97,P.A. & Gargantua,,Montreal,,45.5016889,-73.567256,4.0,1,0,1,0,0,0,0,0,0,0,nan,2,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,25
98,Chambers on First,705 N 1st St,Phoenix,85004,33.4559491,-112.072089,4.0,1,0,0,0,0,0,1,0,0,0,False,2,True,True,casual,True,True,full_bar,True,free,average,outdoor,nan,nan,12
99,Angry Crab Shack,3820 E Ray Rd,Phoenix,85044,33.3175118,-112.0033901,4.0,0,0,0,0,0,0,1,0,0,0,True,2,True,False,casual,True,True,full_bar,True,free,average,nan,nan,False,24
100,Le Fricot,2661 Rue Notre-Dame O,Montreal,H3J 1N9,45.4822674,-73.576639,3.5,1,0,0,0,0,0,0,0,0,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,33
101,Ici Sushi,575 Rue Jarry E,Montreal,nan,45.5413818359,-73.6299591064,3.0,1,0,0,0,0,0,0,0,1,0,nan,2,nan,nan,nan,nan,nan,nan,nan,nan,quiet,nan,nan,nan,22
102,Dallas BBQ,5350 Rue Sherbrooke Est,Montreal,H1N 1A1,45.5686843,-73.5522139,2.5,0,0,0,0,0,0,0,0,0,0,True,2,nan,True,casual,True,True,beer_and_wine,False,no,average,nan,nan,nan,94
103,Valero Corner Store 1654,4305 E Ray Rd,Phoenix,85044,33.3195544,-111.9916995,4.0,0,0,0,0,0,0,0,0,0,0,nan,nan,True,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,88
104,Ayo Restaurant,9015 Rue Airlie,Montreal,nan,45.4209727,-73.6312633,3.0,1,0,0,0,0,0,0,0,0,0,nan,nan,nan,nan,nan,nan,nan,nan,True,nan,nan,nan,nan,nan,695
105,Mr Chao's Asia Bistro,"4232 E Chandler Blvd, Ste 4",Phoenix,85048,33.305945,-111.99117,4.0,1,0,0,0,0,0,0,0,0,0,True,2,True,False,casual,False,True,full_bar,True,no,quiet,nan,nan,nan,19
106,Starbucks,"4747 E Bell Rd, Ste 11",Phoenix,85032,33.6400213,-111.9781923,3.0,1,0,0,0,0,0,0,0,0,1,nan,2,True,True,nan,nan,nan,nan,nan,free,nan,nan,nan,nan,0
107,Chef on Call,3430 Avenue du Parc,Montreal,nan,45.5087252,-73.5720561,3.5,1,1,0,0,0,0,1,0,0,0,True,2,nan,True,casual,False,True,none,True,free,average,nan,nan,nan,15
108,Le Salon de The Gryphon d'Or,5968 Avenue de Monkland,Montreal,nan,45.4714419,-73.6263992,4.5,1,0,0,0,1,0,0,0,0,0,True,2,True,False,casual,True,True,none,False,no,average,nan,nan,nan,3
109,Walgreens,710 E Camelback Rd,Phoenix,85014,33.5098022,-112.0643109,2.5,1,0,0,0,0,0,0,0,0,0,nan,2,True,nan,nan,nan,nan,nan,nan,nan,nan,nan,False,nan,51
110,La Belle Province,24 Avenue Street Pierre,Montreal,nan,45.4435661,-73.6480268,3.5,1,0,0,0,0,0,0,0,0,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,43
111,Pho Xua,7180 Rue Saint-Hubert,Montreal,H2R 2N1,45.5408127,-73.6137114,4.5,0,0,0,0,0,0,0,0,0,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,16
112,Modern Tortilla Food Truck and Catering,,Phoenix,85016,33.5106684,-112.029752,4.0,1,0,0,0,0,1,0,0,0,0,True,1,True,True,casual,True,True,none,False,no,average,nan,nan,nan,8
113,Cafe 1880,1186 Rue Saint-Denis,Montreal,nan,45.5128605,-73.558796,4.0,1,0,0,0,0,0,0,0,0,1,True,1,nan,True,casual,False,False,none,False,free,quiet,nan,nan,nan,65
114,Salut Bonjour Resto-Bar,5169 rue Jean-Talon E,Montreal,nan,45.5776267,-73.5831142,3.0,0,0,0,0,1,0,0,0,0,0,True,nan,nan,nan,nan,nan,True,nan,nan,nan,nan,nan,nan,nan,102
115,ATL Wings,"3320 W Southern Ave, Ste 120",Phoenix,85041,33.3921789878,-112.1297927354,3.0,1,0,0,0,0,0,0,0,0,0,True,nan,nan,nan,nan,nan,nan,nan,True,nan,nan,nan,nan,nan,174
116,Christown Spectrum,1703 W Bethany Home Rd,Phoenix,85015,33.5224329,-112.0962964,2.5,1,0,0,0,0,0,0,0,0,0,nan,2,True,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,False,110
117,Hong Kong Asian Cuisine,"3170 W Carefree Hwy, Ste 1",Phoenix,85086,33.8002622,-112.1287294,2.5,1,0,0,0,0,0,0,0,1,0,True,2,True,False,casual,False,True,beer_and_wine,True,no,quiet,nan,nan,nan,0
118,Water Well,"710 E Union Hills Dr, Ste 14A",Phoenix,85024,33.656061,-112.064853,4.0,1,0,0,0,0,0,0,0,0,0,nan,1,True,nan,nan,nan,nan,nan,nan,no,nan,nan,nan,nan,16
119,Landry & Filles,4764 Avenue Papineau,Montreal,nan,45.5342802,-73.5777698,4.0,0,0,0,0,0,0,0,0,0,0,nan,2,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,17
120,Wolf & Workman,139 Rue Saint-Paul O,Montreal,H2Y 1Z5,45.5037576,-73.554915,4.0,1,0,0,0,0,0,0,0,0,0,nan,nan,nan,True,nan,True,nan,nan,True,nan,nan,nan,nan,nan,16
121,Crescent Ballroom,308 N 2nd Ave,Phoenix,85003,33.4517982,-112.0769327,4.0,1,0,0,0,0,1,0,0,0,0,False,2,True,True,casual,False,True,full_bar,True,no,loud,no,nan,False,186
122,Petit Lapin,1051 Avenue Bernard,Montreal,nan,45.522296,-73.607024,4.5,1,0,0,0,0,0,0,0,0,1,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,111
